,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,alignment_id,alternative_source_transcripts,anticodon,collapsed_gene_ids,collapsed_gene_names,copy_num_ID,coverage,db_xref,description,exception,exon_annotation_support,exon_number,experiment,extra_copy_number,extra_paralog,frameshift,gbkey,gene,gene_biotype,gene_id,gene_name,gene_synonym,inference,inframe_stop_codon,intron_annotation_support,matches_ref_protein,missing_start_codon,missing_stop_codon,model_evidence,note,paralogy,part,partial,product,proper_orf,protein_id,pseudo,sequence_ID,source_gene,source_gene_common_name,source_transcript,standard_name,tag,transcript_biotype,transcript_class,transcript_id,transcript_modes,transcript_name,transferase,transl_except,unfiltered_paralogy,valid_ORF,valid_ORFs,valid_start,valid_stop
1878811,chr9,Liftoff,exon,167596,167692,.,-,.,Parent=XM_005251517.6;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 21 ESTs%2C 3 Proteins%2C 123 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X3;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,3,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 21 ESTs%2C 3 Proteins%2C 123 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
1878812,chr9,Liftoff,exon,170024,170110,.,-,.,Parent=XM_005251517.6;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 21 ESTs%2C 3 Proteins%2C 123 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X3;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,2,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 21 ESTs%2C 3 Proteins%2C 123 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
1878813,chr9,Liftoff,exon,173145,173385,.,-,.,Parent=XM_005251517.6;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 21 ESTs%2C 3 Proteins%2C 123 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X3;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,1,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 21 ESTs%2C 3 Proteins%2C 123 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X3,,,,,,,,,,mRNA,,,,,,,,,,,
1878814,chr9,Liftoff,CDS,145041,145059,.,-,1,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=10;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,10,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878815,chr9,Liftoff,CDS,146369,146413,.,-,1,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=9;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,9,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878816,chr9,Liftoff,CDS,149043,149129,.,-,1,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=8;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,8,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878817,chr9,Liftoff,CDS,150813,150859,.,-,0,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=7;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,7,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878818,chr9,Liftoff,CDS,156763,156800,.,-,2,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=6;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,6,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878819,chr9,Liftoff,CDS,158308,158367,.,-,2,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=5;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,5,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878820,chr9,Liftoff,CDS,166407,166498,.,-,1,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=4;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,4,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878821,chr9,Liftoff,CDS,167596,167692,.,-,2,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=3;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,3,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878822,chr9,Liftoff,CDS,170024,170110,.,-,2,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=2;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,2,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878823,chr9,Liftoff,CDS,173145,173298,.,-,0,Parent=XM_005251517.6;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X3;protein_id=XP_005251574.1;exon_number=1;extra_copy_number=0,,,,,XM_005251517.6,,,,,,,,GeneID:55871,,,,1,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X3,,XP_005251574.1,,,,,,,,,,,,,,,,,,,
1878824,chr9,Liftoff,transcript,140781,173385,.,-,.,ID=XM_011517964.4;Parent=CBWD1;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,XM_011517964.4,,,CBWD1,,,,,,,,GeneID:55871,,,,,COORDINATES: polyA evidence [ECO:0006239],0,,,mRNA,CBWD1,,,,,,,,True,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,True,,,
1878825,chr9,Liftoff,exon,140781,145059,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=9;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,9,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878826,chr9,Liftoff,exon,146369,146413,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,8,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878827,chr9,Liftoff,exon,150813,150859,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,7,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878828,chr9,Liftoff,exon,156763,156800,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,6,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878829,chr9,Liftoff,exon,158308,158367,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,5,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878830,chr9,Liftoff,exon,166407,166498,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,4,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878831,chr9,Liftoff,exon,167596,167692,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,3,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878832,chr9,Liftoff,exon,170024,170110,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,2,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878833,chr9,Liftoff,exon,173145,173385,.,-,.,Parent=XM_011517964.4;db_xref=GeneID:55871;experiment=COORDINATES: polyA evidence [ECO:0006239];gene=CBWD1;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns;product=COBW domain containing 1%2C transcript variant X4;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,1,COORDINATES: polyA evidence [ECO:0006239],0,,,,CBWD1,,,,,,,,,,,Supporting evidence includes similarity to: 1 mRNA%2C 18 ESTs%2C 3 Proteins%2C 64 long SRA reads%2C and 88%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 111 samples with support for all annotated introns,,,,,COBW domain containing 1%2C transcript variant X4,,,,,,,,,,mRNA,,,,,,,,,,,
1878834,chr9,Liftoff,CDS,145041,145059,.,-,1,Parent=XM_011517964.4;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X4;protein_id=XP_011516266.1;exon_number=9;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,9,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X4,,XP_011516266.1,,,,,,,,,,,,,,,,,,,
1878835,chr9,Liftoff,CDS,146369,146413,.,-,1,Parent=XM_011517964.4;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X4;protein_id=XP_011516266.1;exon_number=8;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,8,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X4,,XP_011516266.1,,,,,,,,,,,,,,,,,,,
1878836,chr9,Liftoff,CDS,150813,150859,.,-,0,Parent=XM_011517964.4;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X4;protein_id=XP_011516266.1;exon_number=7;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,7,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X4,,XP_011516266.1,,,,,,,,,,,,,,,,,,,
1878837,chr9,Liftoff,CDS,156763,156800,.,-,2,Parent=XM_011517964.4;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X4;protein_id=XP_011516266.1;exon_number=6;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,6,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X4,,XP_011516266.1,,,,,,,,,,,,,,,,,,,
1878838,chr9,Liftoff,CDS,158308,158367,.,-,2,Parent=XM_011517964.4;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X4;protein_id=XP_011516266.1;exon_number=5;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,5,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X4,,XP_011516266.1,,,,,,,,,,,,,,,,,,,
1878839,chr9,Liftoff,CDS,166407,166498,.,-,1,Parent=XM_011517964.4;db_xref=GeneID:55871;gbkey=CDS;gene=CBWD1;product=COBW domain-containing protein 1 isoform X4;protein_id=XP_011516266.1;exon_number=4;extra_copy_number=0,,,,,XM_011517964.4,,,,,,,,GeneID:55871,,,,4,,0,,,CDS,CBWD1,,,,,,,,,,,,,,,,COBW domain-containing protein 1 isoform X4,,XP_011516266.1,,,,,,,,,,,,,,,,,,,
